
Porownanie wszystkich wierszy z 0-ym
0.0,0.0,0.0
0.0,-0.04348,0.21739
-0.01587,-0.29952,0.26087
-0.01587,-0.08696,0.04348
-0.01587,-0.07729,0.47826
-0.01587,-0.05314,0.3913
-0.01587,-0.16425,0.43478
-0.01587,-0.00966,-0.04348
-0.01587,0.21256,-0.21739
-0.01587,-0.11111,0.04348
-0.03175,-0.23671,0.13043
-0.03175,0.03382,-0.08696
-0.03175,-0.06763,-0.52174
-0.03175,-0.18357,-0.30435
-0.03175,-0.19324,0.26087
-0.03175,-0.22222,-0.04348
-0.04761,0.05797,-0.17391
-0.04761,-0.21256,-0.21739
-0.04761,-0.27053,-0.13043
-0.04761,-0.21739,-0.04348
-0.04761,-0.22222,0.13043
-0.04761,-0.33816,-0.08696
-0.04761,0.01932,-0.34782
-0.04761,-0.16425,-0.47826
-0.06349,-0.10628,-0.17391
-0.06349,-0.31401,-0.43478
-0.06349,-0.62319,-0.08696
-0.06349,-0.09179,0.26087
-0.06349,0.01932,0.3913
-0.06349,-0.22705,0.0
-0.06349,-0.05314,-0.3913
-0.06349,-0.28502,-0.43478
-0.07936,-0.23671,-0.21739
-0.07936,-0.2029,-0.34782
-0.07936,-0.19807,0.43478
-0.07936,-0.17391,-0.26087
-0.07936,-0.15942,-0.26087
-0.07936,-0.31401,0.43478
-0.07936,-0.12077,-0.69565
-0.09524,-0.22705,0.0
-0.09524,-0.15942,-0.34782
-0.11111,-0.23671,-0.17391
-0.11111,-0.43478,-0.08696
-0.11111,-0.25121,0.26087
-0.12699,-0.61353,-0.56521
-0.12699,0.03865,-0.30435
-0.12699,-0.21256,-0.26087
-0.12699,-0.31884,-0.17391
-0.14285,-0.42995,-0.13043
-0.14285,-0.37198,-0.65217
-0.14285,-0.30918,0.04348
-0.14285,-0.41546,0.21739
-0.14285,-0.44444,-0.52174
-0.14285,-0.38647,-0.47826
-0.14285,-0.49758,-0.13043
-0.14285,-0.45411,-0.78261
-0.14285,-0.33333,-0.21739
-0.14285,-0.5314,-0.26087
-0.15873,-0.31884,-0.95652
-0.15873,-0.25121,-0.65217
-0.15873,-0.41063,-0.34782
-0.15873,-0.28986,0.13043
-0.15873,-0.34783,0.13043
