
Porownanie wszystkich wierszy z 0-ym
0,0.0,0
17,0.00048,70
4,-0.00024,-100
-1,-9.0e-05,-60
-3,-0.00014,30
-37,-0.96964,-270
15,0.00075,0
18,0.00035,100
14,0.00049,-10
15,0.00032,-60
14,0.00055,-40
17,0.00105,20
12,0.00048,0
6,0.00032,40
16,0.00109,0
16,0.00053,-10
10,8.0e-05,10
2,-0.00059,-10
-4,-0.00065,-130
11,-0.0003,-90
9,0.00031,-180
9,0.00045,-110
18,0.00079,50
1,-0.00058,80
3,-0.00015,0
14,0.00056,140
12,7.0e-05,20
6,0.00037,-60
7,-1.0,-20
16,0.00041,10
2,-0.00038,-70
8,0.00025,-20
10,0.0002,-110
17,0.00083,-80
9,0.00012,-40
14,0.00061,-20
14,0.00064,-20
16,0.00052,30
15,-0.00032,20
2,-0.00096,-80
-1,-0.00052,-90
17,0.00059,-30
18,0.00081,150
8,-5.0e-05,-140
15,0.00078,100
19,0.00097,40
-1,-0.00081,40
9,0.00037,70
-4,-0.001,40
-4,-0.00072,50
7,0.00016,110
17,0.00057,100
18,0.00086,130
14,0.00032,140
18,0.00063,140
10,0.00033,50
10,0.00011,90
5,-0.00021,50
7,-1.0e-05,30
1,-0.00068,20
3,-0.00096,50
18,0.00095,30
18,0.00141,-10
11,0.00105,-30
5,-0.00017,20
1,-0.0003,-50
5,-0.0004,-80
10,5.0e-05,-80
-66,-0.92157,-190
3,-0.00033,-140
2,-0.00021,-130
15,0.00101,130
16,0.00052,70
1,-0.00041,60
15,0.0005,40
9,0.00025,70
12,0.00045,100
-2,-0.00033,-60
2,-0.00012,10
-2,-0.00042,40
9,-0.00014,-40
9,-2.0e-05,90
11,0.00053,-20
9,-0.00029,-40
15,0.00086,-50
-2,-0.0011,-80
10,0.00017,-70
-3,-0.00041,-120
15,0.00038,-60
8,0.00017,-60
9,0.00068,-30
10,-5.0e-05,10
17,0.00051,30
16,0.00027,20
-1,-0.00081,-50
1,-0.00018,-30
4,-0.00046,-60
13,0.0005,40
8,-4.0e-05,-80
13,0.00064,-40
6,3.0e-05,-110
7,-0.00052,-70
5,0.00048,-130
-44,-0.97105,-250
-3,-0.00039,-30
11,0.00031,0
10,3.0e-05,-140
1,-3.0e-05,70
1,-7.0e-05,20
-1,-0.00052,100
1,-0.00015,-20
7,0.00029,10
-21,-0.9692,-90
1,-0.00083,-10
9,0.00035,-30
16,0.00101,-40
-2,0.0001,-90
3,-0.00055,90
19,0.00088,90
1,-0.9699,30
8,-2.0e-05,70
18,0.00074,50
14,0.00072,-120
10,0.00028,-10
10,-0.00013,-20
16,0.00063,-70

Porownanie wszystkich wierszy z 1-ym
17,0.00048,70
0,0.0,0
13,0.00072,170
18,0.00057,130
20,0.00062,40
54,0.96965,340
2,-0.00027,70
-1,0.00013,-30
3,-1.0e-05,80
2,0.00016,130
3,-7.0e-05,110
0,-0.00057,50
5,0.0,70
11,0.00016,30
1,-0.00061,70
1,-5.0e-05,80
7,0.0004,60
15,0.00107,80
21,0.00113,200
6,0.00078,160
8,0.00017,250
8,3.0e-05,180
-1,-0.00031,20
16,0.00106,-10
14,0.00063,70
3,-8.0e-05,-70
5,0.00041,50
11,0.00011,130
10,1.0,90
1,7.0e-05,60
15,0.00086,140
9,0.00023,90
7,0.00028,180
0,-0.00035,150
8,0.00036,110
3,-0.00013,90
3,-0.00016,90
1,-4.0e-05,40
2,0.0008,50
15,0.00144,150
18,0.001,160
0,-0.00011,100
-1,-0.00033,-80
9,0.00053,210
2,-0.0003,-30
-2,-0.00049,30
18,0.00129,30
8,0.00011,0
21,0.00148,30
21,0.0012,20
10,0.00032,-40
0,-9.0e-05,-30
-1,-0.00038,-60
3,0.00016,-70
-1,-0.00015,-70
7,0.00015,20
7,0.00037,-20
12,0.00069,20
10,0.00049,40
16,0.00116,50
14,0.00144,20
-1,-0.00047,40
